eventstart,eventend,name,type,subtype,subsubtype,description,source,scheduled,eventstart_CET,eventend_CET
"12.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796LK3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170612_1.pdf",1,"12.06.2017 17:00:00","NaT"
"12.06.2017 11:35:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828XU9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170608_6.pdf",1,"12.06.2017 17:35:00","NaT"
"12.06.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796MG1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170608_4.pdf",1,"12.06.2017 17:35:00","NaT"
"12.06.2017 13:05:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828X88","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170608_2.pdf",1,"12.06.2017 19:05:00","NaT"
"12.06.2017 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796KL2","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170608_7.pdf",1,"12.06.2017 19:05:00","NaT"
"12.06.2017 20:00:00","NaT","CN Manpower Survey","Macro Release","CN","Manpower Survey","","Bloomberg",1,"13.06.2017 02:00:00","NaT"
"12.06.2017 20:00:00","NaT","JP Manpower Survey","Macro Release","JP","Manpower Survey","","Bloomberg",1,"13.06.2017 02:00:00","NaT"
"13.06.2017 04:30:00","NaT","UK Price Indices","Macro Release","UK","Price Indices","","Bloomberg",1,"13.06.2017 10:30:00","NaT"
"13.06.2017 04:30:00","NaT","ES Auction Result Bill","Auction","ES Result","Bill","","Bloomberg",1,"13.06.2017 10:30:00","NaT"
"13.06.2017 04:40:00","NaT","ES Auction Result Bill","Auction","ES Result","Bill","","Bloomberg",1,"13.06.2017 10:40:00","NaT"
"13.06.2017 05:00:00","NaT","IT Auction Result Bond or Note","Auction","IT Result","Bond or Note","","Bloomberg",1,"13.06.2017 11:00:00","NaT"
"13.06.2017 05:15:00","NaT","ECB: MRO","Central Bank","ECB","MRO","","ECB website",1,"13.06.2017 11:15:00","NaT"
"13.06.2017 08:30:00","NaT","US PPI","Macro Release","US","PPI","","Bloomberg",1,"13.06.2017 14:30:00","NaT"
"13.06.2017 09:00:00","NaT","ECB: Weekly Financial Statement","Central Bank","ECB","Weekly Financial Statement","","ECB website",1,"13.06.2017 15:00:00","NaT"
"13.06.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796LK3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170612_1.pdf",1,"13.06.2017 17:35:00","NaT"
"13.06.2017 13:05:00","NaT","US Auction Result Bond","Auction","US Result","Bond","CUSIP 912810RX8","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170608_3.pdf",1,"13.06.2017 19:05:00","NaT"
"13.06.2017 22:00:00","NaT","CN GDP and Other Macro Aggregates","Macro Release","CN","GDP and Other Macro Aggregates","","Bloomberg",1,"14.06.2017 04:00:00","NaT"
"14.06.2017 00:30:00","NaT","JP Capacity Utilization & JP Industrial Production","Macro Release","JP","Capacity Utilization & JP Industrial Production","","Bloomberg",1,"14.06.2017 06:30:00","NaT"
"14.06.2017 02:00:00","NaT","FI CPI","Macro Release","FI","CPI","","Bloomberg",1,"14.06.2017 08:00:00","NaT"
"14.06.2017 03:15:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB Vice President Constancio Speaks at Rome Event","Bloomberg",0,"14.06.2017 09:15:00","NaT"
"14.06.2017 04:00:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB's Hansson Speaks on Estonian, Euro Area Outlook, ECB's Weidmann Speaks in Frankfurt","Bloomberg",0,"14.06.2017 10:00:00","NaT"
"14.06.2017 05:00:00","NaT","CN Monetetary Aggregates","Macro Release","CN","Monetetary Aggregates","","Bloomberg",1,"14.06.2017 11:00:00","NaT"
"14.06.2017 05:00:00","NaT","EA Employment","Macro Release","EA","Employment","","Bloomberg",1,"14.06.2017 11:00:00","NaT"
"14.06.2017 05:35:00","NaT","DE Auction Result Note","Auction","DE Result","Note","ISIN DE0001102416","http://www.deutsche-finanzagentur.de/de/institutionelle-investoren/primaermarkt/auktionsergebnisse/",1,"14.06.2017 11:35:00","NaT"
"14.06.2017 08:30:00","NaT","US CPI and Earnings Data","Macro Release","US","CPI and Earnings Data","","Bloomberg",1,"14.06.2017 14:30:00","NaT"
"14.06.2017 08:30:00","NaT","US Retail Sales","Macro Release","US","Retail Sales","","Bloomberg",1,"14.06.2017 14:30:00","NaT"
"14.06.2017 14:00:00","NaT","Fed: Press Release","Central Bank","Fed","Press Release","FOMC Statement. Raise the target range for the federal funds rate to 1 to 1.25 percent.","",1,"14.06.2017 20:00:00","NaT"
"14.06.2017 14:30:00","14.06.2017 15:28:00","Fed: Press Conference","Central Bank","Fed","Press Conference","FOMC Press Conference","",1,"14.06.2017 20:30:00","14.06.2017 21:28:00"
"14.06.2017 19:45:00","NaT","JP Foreign Investment","Macro Release","JP","Foreign Investment","","Bloomberg",1,"15.06.2017 01:45:00","NaT"
"15.06.2017 00:30:00","NaT","NL Unemployment Rate","Macro Release","NL","Unemployment Rate","","Bloomberg",1,"15.06.2017 06:30:00","NaT"
"15.06.2017 02:00:00","NaT","FI GDP","Macro Release","FI","GDP","","Bloomberg",1,"15.06.2017 08:00:00","NaT"
"15.06.2017 02:00:00","NaT","FI Retail Sales & FI Retail Sales Volume","Macro Release","FI","Retail Sales & FI Retail Sales Volume","","Bloomberg",1,"15.06.2017 08:00:00","NaT"
"15.06.2017 02:00:00","NaT","JP Tokyo Condominium Sales","Macro Release","JP","Tokyo Condominium Sales","","Bloomberg",1,"15.06.2017 08:00:00","NaT"
"15.06.2017 02:30:00","NaT","CN FDI","Macro Release","CN","FDI","","Bloomberg",1,"15.06.2017 08:30:00","NaT"
"15.06.2017 02:45:00","NaT","FR CPI and Wages","Macro Release","FR","CPI and Wages","","Bloomberg",1,"15.06.2017 08:45:00","NaT"
"15.06.2017 03:15:00","NaT","CH Producer, Import Prices","Macro Release","CH","Producer, Import Prices","","Bloomberg",1,"15.06.2017 09:15:00","NaT"
"15.06.2017 03:30:00","NaT","SNB: Press Release","Central Bank","SNB","Press Release","Unchanged monetary policy","https://www.snb.ch/en/mmr/reference/pre_20170615/source/pre_20170615.en.pdf",1,"15.06.2017 09:30:00","NaT"
"15.06.2017 04:00:00","15.06.2017 05:15:00","SNB: Press Conference","Central Bank","SNB","Press Conference","PC","",1,"15.06.2017 10:00:00","15.06.2017 11:15:00"
"15.06.2017 04:30:00","NaT","ES Auction Result Bond or Note","Auction","ES Result","Bond or Note","","Bloomberg",1,"15.06.2017 10:30:00","NaT"
"15.06.2017 04:40:00","NaT","ES Auction Result Bond or Note","Auction","ES Result","Bond or Note","","Bloomberg",1,"15.06.2017 10:40:00","NaT"
"15.06.2017 04:50:00","NaT","FR Auction Result Bond or Note","Auction","FR Result","Bond or Note","","Bloomberg",1,"15.06.2017 10:50:00","NaT"
"15.06.2017 05:50:00","NaT","FR Auction Result Bond or Note","Auction","FR Result","Bond or Note","","Bloomberg",1,"15.06.2017 11:50:00","NaT"
"15.06.2017 07:00:00","NaT","BoE: Press Release","Central Bank","BoE","Press Release","MPD, Minutes","",1,"15.06.2017 13:00:00","NaT"
"15.06.2017 08:30:00","NaT","US Empire Manufacturing","Macro Release","US","Empire Manufacturing","","Bloomberg",1,"15.06.2017 14:30:00","NaT"
"15.06.2017 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"15.06.2017 14:30:00","NaT"
"15.06.2017 09:15:00","NaT","US Production and Capacity Utilization","Macro Release","US","Production and Capacity Utilization","","Bloomberg",1,"15.06.2017 15:15:00","NaT"
"15.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796MH9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170615_2.pdf",1,"15.06.2017 17:00:00","NaT"
"15.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796LU1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170615_3.pdf",1,"15.06.2017 17:00:00","NaT"
"15.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796MF3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170615_1.pdf",1,"15.06.2017 17:00:00","NaT"
"15.06.2017 11:00:00","NaT","US Auction Announcement Bond","Auction","US Announcement","Bond","CUSIP 912810RW0","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170615_4.pdf",1,"15.06.2017 17:00:00","NaT"
"15.06.2017 22:54:00","NaT","BoJ: Press Release","Central Bank","BoJ","Press Release","MPM: No change in Yield curve control","",1,"16.06.2017 04:54:00","NaT"
"16.06.2017 02:00:00","NaT","EA Car Registrations","Macro Release","EA","Car Registrations","","Bloomberg",1,"16.06.2017 08:00:00","NaT"
"16.06.2017 02:30:00","16.06.2017 03:30:00","BoJ: Press Conference","Central Bank","BoJ","Press Conference","Kuroda Press Conference After Policy Meeting","",1,"16.06.2017 08:30:00","16.06.2017 09:30:00"
"16.06.2017 05:00:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"16.06.2017 11:00:00","NaT"
"16.06.2017 08:30:00","NaT","US Building Permits & US Housing Starts","Macro Release","US","Building Permits & US Housing Starts","","Bloomberg",1,"16.06.2017 14:30:00","NaT"
"16.06.2017 10:00:00","NaT","US University of Michigan Surveys","Macro Release","US","University of Michigan Surveys","","Bloomberg",1,"16.06.2017 16:00:00","NaT"
"16.06.2017 11:31:00","NaT","Fed: Speech by FOMC member","Central Bank","Fed","Speech by FOMC member","Neel Kashkari: Statement, at the Minneapolis Fed, Why I Dissented Again","https://www.stlouisfed.org/en/fomcspeak",0,"16.06.2017 17:31:00","NaT"
"18.06.2017 19:00:00","NaT","UK Rightmove House Prices","Macro Release","UK","Rightmove House Prices","","Bloomberg",1,"19.06.2017 01:00:00","NaT"
"19.06.2017 08:50:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"19.06.2017 14:50:00","NaT"
"19.06.2017 09:00:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"19.06.2017 15:00:00","NaT"
"19.06.2017 09:45:00","NaT","ECB: Asset Purchase Programmes","Central Bank","ECB","Asset Purchase Programmes","","ECB website",1,"19.06.2017 15:45:00","NaT"
"19.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796KB4","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170619_1.pdf",1,"19.06.2017 17:00:00","NaT"
"19.06.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796MH9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170615_2.pdf",1,"19.06.2017 17:35:00","NaT"
"19.06.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796LU1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170615_3.pdf",1,"19.06.2017 17:35:00","NaT"
"20.06.2017 02:00:00","NaT","DE PPI","Macro Release","DE","PPI","","Bloomberg",1,"20.06.2017 08:00:00","NaT"
"20.06.2017 04:00:00","NaT","GR Current Account Balance","Macro Release","GR","Current Account Balance","","Bloomberg",1,"20.06.2017 10:00:00","NaT"
"20.06.2017 04:30:00","NaT","ES Auction Result Bill","Auction","ES Result","Bill","","Bloomberg",1,"20.06.2017 10:30:00","NaT"
"20.06.2017 04:40:00","NaT","ES Auction Result Bill","Auction","ES Result","Bill","","Bloomberg",1,"20.06.2017 10:40:00","NaT"
"20.06.2017 05:30:00","NaT","ECB: MRO","Central Bank","ECB","MRO","","ECB website",1,"20.06.2017 11:30:00","NaT"
"20.06.2017 06:00:00","NaT","PT PPI","Macro Release","PT","PPI","","Bloomberg",1,"20.06.2017 12:00:00","NaT"
"20.06.2017 09:00:00","NaT","ECB: Weekly Financial Statement","Central Bank","ECB","Weekly Financial Statement","","ECB website",1,"20.06.2017 15:00:00","NaT"
"20.06.2017 10:00:00","NaT","ECB: Speech by GC member","Central Bank","ECB","Speech by GC member","ECB Board Member Benoit Coeure Speaks in Frankfurt","Bloomberg",0,"20.06.2017 16:00:00","NaT"
"20.06.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796MF3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170615_1.pdf",1,"20.06.2017 17:35:00","NaT"
"20.06.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796KB4","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170619_1.pdf",1,"20.06.2017 17:35:00","NaT"
"20.06.2017 19:50:00","NaT","BoJ: Minutes","Central Bank","BoJ","Minutes","Minutes on April 26/27 Meeting","",1,"21.06.2017 01:50:00","NaT"
"21.06.2017 02:00:00","NaT","JP Machine Tool Orders","Macro Release","JP","Machine Tool Orders","","Bloomberg",1,"21.06.2017 08:00:00","NaT"
"21.06.2017 04:30:00","NaT","UK Monetary Aggregates","Macro Release","UK","Monetary Aggregates","","Bloomberg",1,"21.06.2017 10:30:00","NaT"
"21.06.2017 05:35:00","NaT","DE Auction Result Bond","Auction","DE Result","Bond","ISIN DE0001135481","http://www.deutsche-finanzagentur.de/de/institutionelle-investoren/primaermarkt/auktionsergebnisse/",1,"21.06.2017 11:35:00","NaT"
"21.06.2017 09:00:00","NaT","SNB: Quarterly Bulletin","Central Bank","SNB","Quarterly Bulletin","Quarterly Bulletin","",1,"21.06.2017 15:00:00","NaT"
"21.06.2017 10:00:00","NaT","US Existing Home Sales","Macro Release","US","Existing Home Sales","","Bloomberg",1,"21.06.2017 16:00:00","NaT"
"21.06.2017 19:45:00","NaT","JP Foreign Investment","Macro Release","JP","Foreign Investment","","Bloomberg",1,"22.06.2017 01:45:00","NaT"
"22.06.2017 02:00:00","NaT","CH Trade Balance","Macro Release","CH","Trade Balance","","Bloomberg",1,"22.06.2017 08:00:00","NaT"
"22.06.2017 02:45:00","NaT","FR Manufacturing and Business Confidence","Macro Release","FR","Manufacturing and Business Confidence","","Bloomberg",1,"22.06.2017 08:45:00","NaT"
"22.06.2017 04:00:00","NaT","ECB: Economic Bulletin","Central Bank","ECB","Economic Bulletin","Economic Bulletin","",1,"22.06.2017 10:00:00","NaT"
"22.06.2017 05:30:00","NaT","PT Current Account Balance","Macro Release","PT","Current Account Balance","","Bloomberg",1,"22.06.2017 11:30:00","NaT"
"22.06.2017 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"22.06.2017 14:30:00","NaT"
"22.06.2017 10:00:00","NaT","US Leading Index","Macro Release","US","Leading Index","","Bloomberg",1,"22.06.2017 16:00:00","NaT"
"22.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796MJ5","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170622_5.pdf",1,"22.06.2017 17:00:00","NaT"
"22.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796LV9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170622_6.pdf",1,"22.06.2017 17:00:00","NaT"
"22.06.2017 11:00:00","NaT","US Auction Announcement Note","Auction","US Announcement","Note","CUSIP 912828XV7","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170622_4.pdf",1,"22.06.2017 17:00:00","NaT"
"22.06.2017 11:00:00","NaT","US Auction Announcement Note","Auction","US Announcement","Note","CUSIP 912828XW5","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170622_1.pdf",1,"22.06.2017 17:00:00","NaT"
"22.06.2017 11:00:00","NaT","US Auction Announcement Note","Auction","US Announcement","Note","CUSIP 912828XX3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170622_2.pdf",1,"22.06.2017 17:00:00","NaT"
"22.06.2017 11:00:00","NaT","US Auction Announcement Note","Auction","US Announcement","Note","CUSIP 912828X54","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170622_3.pdf",1,"22.06.2017 17:00:00","NaT"
"22.06.2017 13:05:00","NaT","US Auction Result Bond","Auction","US Result","Bond","CUSIP 912810RW0","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170615_4.pdf",1,"22.06.2017 19:05:00","NaT"
"22.06.2017 20:30:00","NaT","JP Markit/JMMA Manufacturing PMI","Macro Release","JP","Markit/JMMA Manufacturing PMI","","Bloomberg",1,"23.06.2017 02:30:00","NaT"
"23.06.2017 00:30:00","NaT","NL GDP","Macro Release","NL","GDP","","Bloomberg",1,"23.06.2017 06:30:00","NaT"
"23.06.2017 05:00:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"23.06.2017 11:00:00","NaT"
"23.06.2017 10:00:00","NaT","US New Home Sales","Macro Release","US","New Home Sales","","Bloomberg",1,"23.06.2017 16:00:00","NaT"
"23.06.2017 11:15:00","NaT","Fed: Speech by FOMC member","Central Bank","Fed","Speech by FOMC member","James Bullard: Presentation, at the Illinois Bankers Association Annual Conference, Nashville, Tenn., The Path Forward for U.S. Monetary Policy","https://www.stlouisfed.org/en/fomcspeak",0,"23.06.2017 17:15:00","NaT"
"23.06.2017 12:15:00","NaT","Fed: Speech by FOMC member","Central Bank","Fed","Speech by FOMC member","Loretta Mester: Speech, at the 2017 Policy Summit on Housing, Human Capital, and Inequality in Cleveland, Ohio., The Federal Reserve System and Community Development: The Why, The How, and The What","https://www.stlouisfed.org/en/fomcspeak",0,"23.06.2017 18:15:00","NaT"
"25.06.2017 19:45:00","NaT","JP PPI Services","Macro Release","JP","PPI Services","","Bloomberg",1,"26.06.2017 01:45:00","NaT"
"25.06.2017 19:50:00","NaT","BoJ: Summary of Opinions","Central Bank","BoJ","Summary of Opinions","Summary of Opinions","",1,"26.06.2017 01:50:00","NaT"
"26.06.2017 01:00:00","NaT","JP Cabinet Office Indices","Macro Release","JP","Cabinet Office Indices","","Bloomberg",1,"26.06.2017 07:00:00","NaT"
"26.06.2017 02:00:00","NaT","FI PPI","Macro Release","FI","PPI","","Bloomberg",1,"26.06.2017 08:00:00","NaT"
"26.06.2017 04:00:00","NaT","DE IFO Survey","Macro Release","DE","IFO Survey","","Bloomberg",1,"26.06.2017 10:00:00","NaT"
"26.06.2017 08:30:00","NaT","US Durable Goods","Macro Release","US","Durable Goods","","Bloomberg",1,"26.06.2017 14:30:00","NaT"
"26.06.2017 08:50:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"26.06.2017 14:50:00","NaT"
"26.06.2017 09:00:00","NaT","FR Auction Result Bill","Auction","FR Result","Bill","","Bloomberg",1,"26.06.2017 15:00:00","NaT"
"26.06.2017 09:45:00","NaT","ECB: Asset Purchase Programmes","Central Bank","ECB","Asset Purchase Programmes","","ECB website",1,"26.06.2017 15:45:00","NaT"
"26.06.2017 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912796LL1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170626_1.pdf",1,"26.06.2017 17:00:00","NaT"
"26.06.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796MJ5","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170622_5.pdf",1,"26.06.2017 17:35:00","NaT"
"26.06.2017 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912796LV9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170622_6.pdf",1,"26.06.2017 17:35:00","NaT"
"26.06.2017 13:05:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828XV7","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2017/A_20170622_4.pdf",1,"26.06.2017 19:05:00","NaT"
